fold,epoch,train_loss,val_loss,val_mae_phys,val_rmse_phys,bias_phys,best_val_mae_phys_so_far,improved,epochs_without_improvement
3,1,0.36707186243600315,0.3124142028391361,0.3939492702484131,0.5265223569878011,0.003936094231903553,0.3939492702484131,True,0
3,2,0.36800941245423424,0.3107924465090036,0.393558531999588,0.5265908977876588,0.01023641787469387,0.393558531999588,True,0
3,3,0.34442005430658656,0.31132775768637655,0.39366796612739563,0.5265303378371495,0.007961567491292953,0.393558531999588,False,1
3,4,0.35407278645369744,0.30781597681343553,0.3927842974662781,0.5269393783371162,0.02266373299062252,0.3927842974662781,True,0
3,5,0.33762120817684466,0.30599369294941425,0.39227110147476196,0.5273467452352727,0.03100622445344925,0.39227110147476196,True,0
3,6,0.35751325575013954,0.30544786974787713,0.3921019434928894,0.5274853269063958,0.033541593700647354,0.3921019434928894,True,0
3,7,0.34473134991195464,0.30230829007923604,0.3910931348800659,0.5287972375948368,0.05031812936067581,0.3910931348800659,True,0
3,8,0.3525428432557318,0.3029378350824118,0.3912961483001709,0.5284389849099942,0.04656817018985748,0.3910931348800659,False,1
3,9,0.33964301004177994,0.3017116548493505,0.39085495471954346,0.5290817442907321,0.053596172481775284,0.39085495471954346,True,0
3,10,0.4056479223072529,0.2993077740073204,0.38988202810287476,0.5308974723254208,0.06950082629919052,0.38988202810287476,True,0
3,11,0.34212005883455276,0.30202895663678647,0.3909371495246887,0.5288143985390946,0.05133404582738876,0.38988202810287476,False,1
3,12,0.354478631582525,0.30232584066689017,0.39102599024772644,0.5286092761198263,0.04940047115087509,0.38988202810287476,False,2
3,13,0.3365246599747075,0.30254083648324015,0.3910902738571167,0.5284670416246229,0.04800852760672569,0.38988202810287476,False,3
3,14,0.3351044559256277,0.30350120067596437,0.39139771461486816,0.5279908060534121,0.04256764426827431,0.38988202810287476,False,4
3,15,0.3394550879796346,0.30299400761723516,0.391221284866333,0.5281937706768857,0.04521849751472473,0.38988202810287476,False,5
3,16,0.35864116955134606,0.302303247526288,0.3909717798233032,0.5284999182510673,0.04893314093351364,0.38988202810287476,False,6
3,17,0.33470089226547217,0.30299905948340894,0.3911918103694916,0.5281182147611576,0.04482318460941315,0.38988202810287476,False,7
3,18,0.3359695821483102,0.30123350918293,0.39056041836738586,0.5290400314742425,0.05491865426301956,0.38988202810287476,False,8
