fold,epoch,train_loss,val_mae_phys,val_rmse_phys,bias_phys,best_val_mae_phys_so_far,improved,epochs_without_improvement
4,1,0.5179372299462557,0.37954360246658325,0.47970242368365357,0.03601036220788956,0.37954360246658325,True,0
4,2,0.34580052292181385,0.4237052798271179,0.49261481793539813,-0.17453311383724213,0.37954360246658325,False,1
4,3,0.33993221984969246,0.4368116855621338,0.5085718785987351,-0.23973385989665985,0.37954360246658325,False,2
4,4,0.3184188852707545,0.3666241765022278,0.5080588696791563,0.20341242849826813,0.3666241765022278,True,0
4,5,0.30778979799813694,0.40002211928367615,0.4741122149688001,-0.11133454740047455,0.3666241765022278,False,1
4,6,0.2493072939105332,0.49674898386001587,0.5637369331148088,-0.32929083704948425,0.3666241765022278,False,2
4,7,0.29006419403271544,0.40214574337005615,0.4716564670320367,-0.14807550609111786,0.3666241765022278,False,3
4,8,0.2786130378630737,0.4680250287055969,0.536596656916296,-0.28751009702682495,0.3666241765022278,False,4
4,9,0.3179122272671925,0.4442594051361084,0.5104065297216566,-0.24157416820526123,0.3666241765022278,False,5
4,10,0.21443828019416994,0.38012954592704773,0.45803383954566645,-0.11021190881729126,0.3666241765022278,False,6
4,11,0.24541840754035446,0.38546663522720337,0.5232443951499305,0.2594860792160034,0.3666241765022278,False,7
4,12,0.29091861233529115,0.39366236329078674,0.4560869193276191,-0.0963074192404747,0.3666241765022278,False,8
