fold,epoch,train_loss,val_mae_phys,val_rmse_phys,bias_phys,best_val_mae_phys_so_far,best_epoch,improved,epochs_without_improvement
2,1,0.8529763321081797,0.5723678469657898,0.7447154310641587,0.011993408203125,0.5723678469657898,1,True,0
2,2,0.42547042005591923,0.4819895923137665,0.724347542809317,0.203609436750412,0.4819895923137665,2,True,0
2,3,0.347658172249794,0.46257472038269043,0.6687254161416,0.10702552646398544,0.46257472038269043,3,True,0
2,4,0.29903800040483475,0.4501357674598694,0.6413300518908919,0.0647372230887413,0.4501357674598694,4,True,0
2,5,0.29062679409980774,0.40928348898887634,0.6440012515586041,0.1799185574054718,0.40928348898887634,5,True,0
2,6,0.27719087815947,0.45376306772232056,0.61506013370784,0.006938850041478872,0.40928348898887634,5,False,1
2,7,0.25464285765257144,0.39668458700180054,0.6219417133681182,0.1569541096687317,0.39668458700180054,7,True,0
2,8,0.25742578009764355,0.40767237544059753,0.5935294846069773,0.07069180905818939,0.39668458700180054,7,False,1
2,9,0.24177414096064037,0.47850143909454346,0.6031152329123463,-0.11685378849506378,0.39668458700180054,7,False,2
2,10,0.28849174578984577,0.4190652370452881,0.5883417014867796,-0.012323729693889618,0.39668458700180054,7,False,3
2,11,0.2796766426828172,0.4125039577484131,0.6900465143461624,0.38530027866363525,0.39668458700180054,7,False,4
2,12,0.2810322257379691,0.36106204986572266,0.6141298824933817,0.18209029734134674,0.36106204986572266,12,True,0
2,13,0.20960093413790068,0.405067503452301,0.5785712504512776,0.02306522987782955,0.36106204986572266,12,False,1
2,14,0.21631821617484093,0.5560234785079956,0.6419714060577426,-0.2655365467071533,0.36106204986572266,12,False,2
2,15,0.3774656669961082,0.3752810060977936,0.6135092147595247,0.1654042750597,0.36106204986572266,12,False,3
2,16,0.2740621500545078,0.3663552403450012,0.6517793875310695,0.2849266231060028,0.36106204986572266,12,False,4
2,17,0.2719555124640465,0.4469407796859741,0.6053517874678955,-0.04033556580543518,0.36106204986572266,12,False,5
2,18,0.24285528146558338,0.3485601544380188,0.5743742492222574,0.131635844707489,0.3485601544380188,18,True,0
2,19,0.19419599738385943,0.35335373878479004,0.5636785664098454,0.09955581277608871,0.3485601544380188,18,False,1
2,20,0.17489058524370193,0.34044361114501953,0.5547945429715084,0.10899168252944946,0.34044361114501953,20,True,0
2,21,0.17596687086754376,0.3576200604438782,0.5420597068726095,0.04516880586743355,0.34044361114501953,20,False,1
2,22,0.18090696218940946,0.33306238055229187,0.5345163348050852,0.08999120444059372,0.33306238055229187,22,True,0
2,23,0.16806461662054062,0.323565810918808,0.5516329733805887,0.1474209725856781,0.323565810918808,23,True,0
2,24,0.12799260868794388,0.3318333923816681,0.5210274112230309,0.04646185040473938,0.323565810918808,23,False,1
2,25,0.11655217740270826,0.3130814731121063,0.5095221277734617,0.0787985771894455,0.3130814731121063,25,True,0
2,26,0.1392498860756556,0.30978384613990784,0.535809083907018,0.20702335238456726,0.30978384613990784,26,True,0
2,27,0.1575913449956311,0.32376813888549805,0.5685039742699088,0.2827965021133423,0.30978384613990784,26,False,1
2,28,0.1597869342399968,0.3235689699649811,0.5561737779835798,0.2459464967250824,0.30978384613990784,26,False,2
2,29,0.114328072923753,0.31956055760383606,0.5579829845038868,0.2822496294975281,0.30978384613990784,26,False,3
2,30,0.1437614978187614,0.32477760314941406,0.5569247675020216,0.29166164994239807,0.30978384613990784,26,False,4
2,31,0.09884672549863656,0.318230003118515,0.5122694881096325,0.1412222683429718,0.30978384613990784,26,False,5
2,32,0.10109270032909182,0.32545769214630127,0.49619094016750154,0.04709874093532562,0.30978384613990784,26,False,6
2,33,0.09554783503214519,0.29717788100242615,0.49205110567404947,0.10945911705493927,0.29717788100242615,33,True,0
2,34,0.10639576841559675,0.2947707772254944,0.47323305229032137,0.09942875057458878,0.2947707772254944,34,True,0
2,35,0.08515841575960319,0.30719491839408875,0.5134565823260024,0.2294171005487442,0.2947707772254944,34,False,1
2,36,0.10029805337803231,0.32653045654296875,0.5037754095971928,0.08969392627477646,0.2947707772254944,34,False,2
2,37,0.10100796673860815,0.38145148754119873,0.5111023779770284,-0.1017722338438034,0.2947707772254944,34,False,3
2,38,0.09107898755206002,0.4019056260585785,0.519630766780844,-0.14140339195728302,0.2947707772254944,34,False,4
2,39,0.1089200135320425,0.36251717805862427,0.4905063892759136,-0.07815074175596237,0.2947707772254944,34,False,5
2,40,0.11311845233043034,0.3338415026664734,0.4827181720869712,-0.02990700863301754,0.2947707772254944,34,False,6
2,41,0.1058304827246401,0.3224738538265228,0.4893497829833952,0.029951676726341248,0.2947707772254944,34,False,7
2,42,0.12006358409093486,0.3274371027946472,0.4889691047338044,0.02358623780310154,0.2947707772254944,34,False,8
