frame_idx,frame_pct,mae_phys,rmse_phys
0,0.0,0.42086949944496155,0.5604837893831004
1,3.225806451612903,0.41467413306236267,0.5507394220147593
2,6.451612903225806,0.4177820384502411,0.5470326332700227
3,9.677419354838708,0.41107451915740967,0.5381558298457432
4,12.903225806451612,0.41935330629348755,0.5329542871915661
5,16.129032258064516,0.4320054054260254,0.5388051399991145
6,19.354838709677416,0.421466201543808,0.5370551064558462
7,22.58064516129032,0.4092649519443512,0.5224947339116522
8,25.806451612903224,0.4206767976284027,0.5328740092820209
9,29.032258064516128,0.4148308038711548,0.5267163535815833
10,32.25806451612903,0.43069368600845337,0.5404189086324421
11,35.483870967741936,0.4154420495033264,0.5294735321619682
12,38.70967741935483,0.42062604427337646,0.5329386855351917
13,41.93548387096774,0.4175529479980469,0.5313750288197634
14,45.16129032258064,0.4226275086402893,0.5315568262298643
15,48.387096774193544,0.41857215762138367,0.5370202562784586
16,51.61290322580645,0.42003780603408813,0.5330994054502264
17,54.83870967741935,0.4261344373226166,0.5417311030966252
18,58.064516129032256,0.41968265175819397,0.5352254112828291
19,61.29032258064516,0.42707359790802,0.5454313569486285
20,64.51612903225806,0.42447349429130554,0.5392672937562066
21,67.74193548387096,0.42540088295936584,0.5452588861118277
22,70.96774193548387,0.4278664290904999,0.5443156709104505
23,74.19354838709677,0.416287899017334,0.5353433323769969
24,77.41935483870967,0.415522038936615,0.5343710157457805
25,80.64516129032258,0.4210168123245239,0.5377749117051528
26,83.87096774193547,0.42761099338531494,0.5433430924982323
27,87.09677419354838,0.4074784517288208,0.533131213806003
28,90.32258064516128,0.41075876355171204,0.5448916573845458
29,93.54838709677419,0.41108784079551697,0.5283509702125407
30,96.77419354838709,0.4117838740348816,0.5308700773775732
31,100.0,0.4165390431880951,0.5385643965931328
