frame_idx,frame_pct,mae_phys,rmse_phys
0,0.0,0.46456751227378845,0.522780162223885
1,3.225806451612903,0.4412633776664734,0.5068820057771685
2,6.451612903225806,0.4262317717075348,0.4947157065325816
3,9.677419354838708,0.4481036067008972,0.5253626025359738
4,12.903225806451612,0.44075459241867065,0.513184726180289
5,16.129032258064516,0.46018004417419434,0.555842660852357
6,19.354838709677416,0.5104838013648987,0.6317891217064159
7,22.58064516129032,0.4913027286529541,0.6068258519803296
8,25.806451612903224,0.5450528264045715,0.6888147051303194
9,29.032258064516128,0.5620941519737244,0.6788358065776069
10,32.25806451612903,0.5419992208480835,0.6784345983639116
11,35.483870967741936,0.5137887001037598,0.6459833606667441
12,38.70967741935483,0.4993210434913635,0.6279787130483808
13,41.93548387096774,0.47044992446899414,0.5781565992637698
14,45.16129032258064,0.4760909378528595,0.6015714669488192
15,48.387096774193544,0.46477967500686646,0.5992129876408044
16,51.61290322580645,0.42911648750305176,0.5473920013216175
17,54.83870967741935,0.42081692814826965,0.5202981551658745
18,58.064516129032256,0.4342806041240692,0.5296476264731897
19,61.29032258064516,0.39947763085365295,0.4857763814452122
20,64.51612903225806,0.3988610506057739,0.4751298977770792
21,67.74193548387096,0.39607322216033936,0.47969319778189723
22,70.96774193548387,0.3797827959060669,0.45872547071086506
23,74.19354838709677,0.4010652005672455,0.47422856881599007
24,77.41935483870967,0.39737820625305176,0.4754874971563111
25,80.64516129032258,0.3969112038612366,0.4794405348046062
26,83.87096774193547,0.4198288321495056,0.5036752452237598
27,87.09677419354838,0.42009663581848145,0.5015823538585217
28,90.32258064516128,0.41052332520484924,0.49172843232636254
29,93.54838709677419,0.380761981010437,0.44880160991278806
30,96.77419354838709,0.3575562834739685,0.4172019877400597
31,100.0,0.33621641993522644,0.3992495769386224
