timestamp,model_name,run_name,run_dir,freeze,head_dropout,lr_head,lr_backbone,weight_decay,huber_beta,clip_duration,num_frames,image_size,clips_train,clips_val,batch_size,seed,sampling_mode,uniform_eps_sec,uniform_jitter,val_mae_phys,val_rmse_phys,bias_phys
2026-04-04 08:46:21,x3d_xs,model_name-x3d_xs__freeze-True__head_dropout-0p5__lr_head-0p001__lr_backbone-3e-05__weight_decay-0p01__huber_beta-0p2__clip_duration-2p6__num_frames-24__image_size-182__clips_train-1__clips_val-1__batch_size-1__seed-0__sampling_mode-uniform,runs/kfold_x3d/fold_5/model_name-x3d_xs__freeze-True__head_dropout-0p5__lr_head-0p001__lr_backbone-3e-05__weight_decay-0p01__huber_beta-0p2__clip_duration-2p6__num_frames-24__image_size-182__clips_train-1__clips_val-1__batch_size-1__seed-0__sampling_mode-uniform,True,0.5,0.001,3e-05,0.01,0.2,2.6,24,182,1,1,1,0,uniform,0.03333333333333333,0.2,0.33601040940150967,0.3772170995708,-0.06114548326772488
