train_size,train_loss_log_mse,val_loss_log_mse,train_mae_log,val_mae_log,train_mae_phys,val_mae_phys
10,0.002652687187545428,0.026767045135385616,0.04061243281983976,0.12081244711984566,0.14287576493580187,0.41143351579590315
21,0.0034091692973835298,0.026053078893835364,0.046356397682773165,0.12504110299870264,0.15858207953238054,0.4263367493782841
32,0.0034145000066537444,0.026069466075110757,0.04422569903964296,0.12207388224369838,0.14923551022612663,0.41628311475576385
43,0.0034479393093182773,0.025496075054430432,0.044342899722805626,0.11859554805544767,0.15070834049913925,0.4038882353766481
54,0.0036407959982683465,0.0267799118030747,0.04604801369162401,0.1267513292305418,0.15505907978448125,0.43151450387565154
