train_size,train_loss_log_mse,val_loss_log_mse,train_mae_log,val_mae_log,train_mae_phys,val_mae_phys
10,0.0011017639219254528,0.038027931003645446,0.013806438415853564,0.14425294705148706,0.047349172402741745,0.4963286694664667
21,0.004453273868241051,0.034097078191974745,0.048745670132243527,0.14590867647957823,0.16769510081135225,0.49964822740502635
32,0.004582006648542228,0.034261242421799544,0.048132476843768715,0.1405037121537382,0.16806639158681497,0.4829123659717425
43,0.004961049291257345,0.03278418664207093,0.05058952664380527,0.13187546054070665,0.17548274423394927,0.4492186831996208
54,0.005292694276164248,0.03141482706557029,0.05240797527276322,0.13641082513000807,0.18079328797746713,0.46212627867226413
