train_size,train_loss_log_mse,val_loss_log_mse,train_mae_log,val_mae_log,train_mae_phys,val_mae_phys
10,0.0020765395216482785,0.026044859064906212,0.043719979674757846,0.12373251277919377,0.15837527975698606,0.42186807429237766
21,0.0021691207123791818,0.02773286113857204,0.04515719403296996,0.13302010293882344,0.15984509368184566,0.4539954501885174
32,0.0021422757574870643,0.02688006206936928,0.04475252871412255,0.12836687088531107,0.15811773650333005,0.4380609132774671
43,0.002064725517329987,0.02577827406631424,0.04339613954613993,0.12220515662360307,0.1532400882130141,0.4158991896862794
54,0.0021032176883348727,0.026676902702056977,0.04384958894824935,0.1289752359967355,0.15375493066582982,0.4390410885787501
