frame_idx,frame_pct,mae_phys,rmse_phys
0,0.0,0.43476903438568115,0.6156525416918203
1,3.225806451612903,0.39461034536361694,0.5711632744965098
2,6.451612903225806,0.37086349725723267,0.5387892099437126
3,9.677419354838708,0.36779898405075073,0.5236435669616661
4,12.903225806451612,0.3835858702659607,0.5318230175251956
5,16.129032258064516,0.3813484311103821,0.5286351251378935
6,19.354838709677416,0.36671197414398193,0.5208309237106532
7,22.58064516129032,0.372269868850708,0.5119342204712963
8,25.806451612903224,0.36004331707954407,0.5071359676146403
9,29.032258064516128,0.36061179637908936,0.5060380303524572
10,32.25806451612903,0.36691978573799133,0.5088348368080952
11,35.483870967741936,0.3695988357067108,0.5063468616740541
12,38.70967741935483,0.3523293733596802,0.505057682765424
13,41.93548387096774,0.37125077843666077,0.5092426994148749
14,45.16129032258064,0.3577030301094055,0.49928799240049443
15,48.387096774193544,0.38451018929481506,0.5272680722789009
16,51.61290322580645,0.39389175176620483,0.5372509301658165
17,54.83870967741935,0.4005151689052582,0.5365056754644848
18,58.064516129032256,0.38456395268440247,0.5296109383314226
19,61.29032258064516,0.3774985373020172,0.5184312231639266
20,64.51612903225806,0.3626187741756439,0.5116993558280607
21,67.74193548387096,0.3715074062347412,0.5123643369921556
22,70.96774193548387,0.3645704984664917,0.5015428402574197
23,74.19354838709677,0.3662092089653015,0.5064845695536421
24,77.41935483870967,0.3696730136871338,0.5066397402953436
25,80.64516129032258,0.3617262840270996,0.4997587963291891
26,83.87096774193547,0.3663010895252228,0.5171398106280541
27,87.09677419354838,0.36159569025039673,0.5052744897478293
28,90.32258064516128,0.3664928376674652,0.5110302143962367
29,93.54838709677419,0.36569297313690186,0.5186735257689736
30,96.77419354838709,0.3705193102359772,0.5133111361507894
31,100.0,0.3720194399356842,0.5128089996720546
