fold,epoch,train_loss,val_mae_phys,val_rmse_phys,bias_phys,best_val_mae_phys_so_far,best_epoch,improved,epochs_without_improvement
4,1,0.5808958634734154,0.45102667808532715,0.5712232502907639,0.010097265243530273,0.45102667808532715,1,True,0
4,2,0.3666839980416828,0.42980849742889404,0.5008826809192556,-0.07953182607889175,0.42980849742889404,2,True,0
4,3,0.2660954039957788,0.4927588105201721,0.5593016880093138,-0.3246680498123169,0.42980849742889404,2,False,1
4,4,0.28758468313349617,0.4652290940284729,0.5438612593903313,-0.28647613525390625,0.42980849742889404,2,False,2
4,5,0.30401086765858865,0.5296712517738342,0.6145539896366174,-0.40075525641441345,0.42980849742889404,2,False,3
4,6,0.3263433910906315,0.3871428370475769,0.47314034254426524,-0.03535890579223633,0.3871428370475769,6,True,0
4,7,0.23896368344624838,0.412960022687912,0.531040599168932,0.2564999759197235,0.3871428370475769,6,False,1
4,8,0.22279728204011917,0.3282492160797119,0.4424555804969904,0.1400134563446045,0.3282492160797119,8,True,0
4,9,0.2283489695853657,0.32906410098075867,0.42892263134522846,0.09055162966251373,0.3282492160797119,8,False,1
4,10,0.26746807247400284,0.3730098605155945,0.45743844240906945,-0.08210228383541107,0.3282492160797119,8,False,2
4,11,0.23906076533926857,0.4498661756515503,0.5177694291024764,-0.3078683912754059,0.3282492160797119,8,False,3
4,12,0.20796054850021997,0.4415467083454132,0.5631731826457577,0.4048513174057007,0.3282492160797119,8,False,4
4,13,0.21907425009542042,0.42064663767814636,0.5008287118686883,-0.26746827363967896,0.3282492160797119,8,False,5
4,14,0.21408195793628693,0.33606380224227905,0.4162107377250976,-0.0071633001789450645,0.3282492160797119,8,False,6
4,15,0.19042697052160898,0.3287229537963867,0.4226012865807897,0.05012475699186325,0.3282492160797119,8,False,7
4,16,0.1748498309817579,0.3199532926082611,0.4300478897761896,0.11912026256322861,0.3199532926082611,16,True,0
4,17,0.18194356270962292,0.2958347499370575,0.39330253379799957,0.08134418725967407,0.2958347499370575,17,True,0
4,18,0.1525783153871695,0.3977971374988556,0.4832050437549929,-0.2614777386188507,0.2958347499370575,17,False,1
4,19,0.1726738748451074,0.30688419938087463,0.3867602277918618,-0.046602290123701096,0.2958347499370575,17,False,2
4,20,0.12762803273896375,0.2924814522266388,0.39924696432546836,0.14500334858894348,0.2924814522266388,20,True,0
4,21,0.15243651966253915,0.29095959663391113,0.36689287905692924,-0.059399884194135666,0.29095959663391113,21,True,0
4,22,0.14680103419555557,0.30985379219055176,0.39666599191813956,-0.14219391345977783,0.29095959663391113,21,False,1
4,23,0.14101385832246807,0.26245713233947754,0.3435489651895782,-0.011651025153696537,0.26245713233947754,23,True,0
4,24,0.10587454794181718,0.23392218351364136,0.32329777818689803,0.034048233181238174,0.23392218351364136,24,True,0
4,25,0.16331744463079506,0.26586055755615234,0.33789330409757407,-0.08602390438318253,0.23392218351364136,24,False,1
4,26,0.11986633017659187,0.2889029085636139,0.3838741412027405,-0.11160268634557724,0.23392218351364136,24,False,2
4,27,0.12022819639080101,0.2612808346748352,0.3360536729300017,-0.10260950773954391,0.23392218351364136,24,False,3
4,28,0.10360646206471655,0.23629014194011688,0.3129967555953482,-0.0003156802267767489,0.23392218351364136,24,False,4
4,29,0.09477627598163155,0.22895431518554688,0.3064241799531483,0.03029259480535984,0.22895431518554688,29,True,0
4,30,0.09834105521440506,0.2273949682712555,0.3023533299626254,-0.08937235176563263,0.2273949682712555,30,True,0
4,31,0.09688671367863814,0.2484840452671051,0.34277673051344554,-0.12400306016206741,0.2273949682712555,30,False,1
4,32,0.09716035777495967,0.21048758924007416,0.29279518072150174,-0.023761440068483353,0.21048758924007416,32,True,0
4,33,0.0776446122262213,0.22385580837726593,0.3117970308567729,-0.12751595675945282,0.21048758924007416,32,False,1
4,34,0.085910030744142,0.20348681509494781,0.2837924088072736,-0.04477892071008682,0.20348681509494781,34,True,0
4,35,0.07722024029741685,0.2260196954011917,0.3098700843927416,-0.061806004494428635,0.20348681509494781,34,False,1
4,36,0.0996283416946729,0.23144519329071045,0.32027349001896477,-0.12160591781139374,0.20348681509494781,34,False,2
4,37,0.13294187167452443,0.3353790044784546,0.402177591179559,-0.2626699209213257,0.20348681509494781,34,False,3
4,38,0.10553079636560546,0.2579444646835327,0.3354727058017505,-0.07745218276977539,0.20348681509494781,34,False,4
4,39,0.12918588457008204,0.32380732893943787,0.4118905774761135,-0.21838350594043732,0.20348681509494781,34,False,5
4,40,0.12436509960227543,0.24614664912223816,0.3565248165561607,-0.1282511055469513,0.20348681509494781,34,False,6
4,41,0.113892143799199,0.29286491870880127,0.38434475182708905,-0.19172759354114532,0.20348681509494781,34,False,7
4,42,0.11161374021321535,0.3165603280067444,0.43064427059999083,-0.24929110705852509,0.20348681509494781,34,False,8
