fold,epoch,train_loss,val_mae_phys,val_rmse_phys,bias_phys,best_val_mae_phys_so_far,improved,epochs_without_improvement
5,1,0.7288520890805457,0.42168107628822327,0.495640825786209,0.1263260394334793,0.42168107628822327,True,0
5,2,0.4544227733794186,0.41751182079315186,0.4635230464267234,-0.05893968045711517,0.41751182079315186,True,0
5,3,0.36454813099569744,0.4602491855621338,0.5840351248541219,0.3501475155353546,0.41751182079315186,False,1
5,4,0.293557769101527,0.4679935574531555,0.5879062384372881,0.34521904587745667,0.41751182079315186,False,2
5,5,0.30026472732424736,0.42317768931388855,0.45980098397177455,-0.018307236954569817,0.41751182079315186,False,3
5,6,0.29687413697441417,0.42819714546203613,0.5196674426549942,0.24291770160198212,0.41751182079315186,False,4
5,7,0.27254382787375814,0.421514093875885,0.4670560747621194,0.06549839675426483,0.41751182079315186,False,5
5,8,0.2725289940006203,0.41991978883743286,0.4625714646362291,0.0614689365029335,0.41751182079315186,False,6
5,9,0.26680589881208205,0.4327611029148102,0.467284279307277,-0.021962333470582962,0.41751182079315186,False,7
5,10,0.2760327239003446,0.4047766923904419,0.4716159311489798,0.1551389992237091,0.4047766923904419,True,0
5,11,0.2547440508173572,0.4038713276386261,0.47398140260774513,0.1676662564277649,0.4038713276386261,True,0
5,12,0.35685145389288664,0.4139438569545746,0.45893392082646295,-0.10040251165628433,0.4038713276386261,False,1
5,13,0.33028381990475786,0.42187321186065674,0.5290843917183988,0.2720932066440582,0.4038713276386261,False,2
5,14,0.2888254275959399,0.4175814390182495,0.46981391966811936,-0.13904768228530884,0.4038713276386261,False,3
5,15,0.34485633024531936,0.4407100975513458,0.5526966311235286,0.31822365522384644,0.4038713276386261,False,4
5,16,0.266025405170189,0.41700541973114014,0.45564269380788863,-0.06704284250736237,0.4038713276386261,False,5
5,17,0.2621966124408775,0.399050772190094,0.44790555326588183,0.08237727731466293,0.399050772190094,True,0
5,18,0.32415248412224984,0.40036195516586304,0.4626403325056853,0.13771402835845947,0.399050772190094,False,1
5,19,0.2385052058638798,0.39872512221336365,0.4380909811028042,0.035903748124837875,0.39872512221336365,True,0
5,20,0.2437688505483998,0.38284164667129517,0.4448099814522299,0.12697537243366241,0.38284164667129517,True,0
5,21,0.2218174124136567,0.4131290912628174,0.45117506216005115,0.023288670927286148,0.38284164667129517,False,1
5,22,0.23869991680193278,0.40405216813087463,0.44181263201581134,0.05264977738261223,0.38284164667129517,False,2
5,23,0.2504097285370032,0.4349837005138397,0.543446008616738,0.32585930824279785,0.38284164667129517,False,3
5,24,0.25260792589849895,0.41521841287612915,0.4610215288284234,-0.13011284172534943,0.38284164667129517,False,4
5,25,0.23683081339630815,0.40055060386657715,0.4525378632642771,0.09393421560525894,0.38284164667129517,False,5
5,26,0.21300750013324432,0.39471739530563354,0.4327955717776909,0.04743970185518265,0.38284164667129517,False,6
5,27,0.21091878502112296,0.40767642855644226,0.44371149809457955,0.01671992987394333,0.38284164667129517,False,7
5,28,0.23133310075435373,0.3969910740852356,0.45287082383380617,0.11044146120548248,0.38284164667129517,False,8
