fold,epoch,train_loss,val_loss,val_mae_phys,val_rmse_phys,bias_phys,best_val_mae_phys_so_far,improved,epochs_without_improvement
4,21,0.3304431556413571,0.27442777156829834,0.4179309010505676,0.5075403217683783,-0.030794914811849594,0.4136398136615753,False,2
4,22,0.3515488761994574,0.2748279482126236,0.41843733191490173,0.5076415140884553,-0.03251252323389053,0.4136398136615753,False,3
4,23,0.3363049220707681,0.2771411597728729,0.42115819454193115,0.5083152629683865,-0.0417545810341835,0.4136398136615753,False,4
4,24,0.3329247927500142,0.27752183973789213,0.4216063618659973,0.5084357618361987,-0.04327476769685745,0.4136398136615753,False,5
4,25,0.37657154558433426,0.27577959597110746,0.41963788866996765,0.5079005238463661,-0.03656991943717003,0.4136398136615753,False,6
4,26,0.34824755208359826,0.27963149845600127,0.4245872497558594,0.5091644483831171,-0.0511784702539444,0.4136398136615753,False,7
4,27,0.33720774617460036,0.27579209208488464,0.4196875989437103,0.5079028416015032,-0.03673059865832329,0.4136398136615753,False,8
5,1,0.35092631437712246,0.28244627416133883,0.43438175320625305,0.501451798578571,-0.06052057817578316,0.43438175320625305,True,0
5,2,0.3420007555849022,0.27078833132982255,0.42000821232795715,0.49790250892409266,-0.011705567128956318,0.42000821232795715,True,0
5,3,0.33115969793612343,0.2666739597916603,0.41308045387268066,0.49787256519048856,0.011773922480642796,0.41308045387268066,True,0
5,4,0.3298909051550759,0.2644668474793434,0.4108951985836029,0.4984360464666811,0.02723950520157814,0.4108951985836029,True,0
5,5,0.32857347368755857,0.2638909623026848,0.41060617566108704,0.49864365968960284,0.03157243877649307,0.41060617566108704,True,0
5,6,0.34049149778568083,0.2631168395280838,0.41019490361213684,0.4990511175492645,0.03802600875496864,0.41019490361213684,True,0
5,7,0.3309848079354399,0.26361574679613115,0.41044604778289795,0.49867339277268063,0.033292125910520554,0.41019490361213684,False,1
5,8,0.3336060020244784,0.26294364482164384,0.4100798964500427,0.4990334705755103,0.03893054276704788,0.4100798964500427,True,0
5,9,0.34088245779275894,0.2650158666074276,0.4110742509365082,0.4979523363331893,0.02164936065673828,0.4100798964500427,False,1
5,10,0.3307214129729093,0.26586189642548563,0.41192907094955444,0.497692730223793,0.015484333038330078,0.4100798964500427,False,2
5,11,0.32965994575837004,0.2662945441901684,0.41268759965896606,0.4975709773236225,0.01238187588751316,0.4100798964500427,False,3
5,12,0.3383092559460137,0.2644493244588375,0.4107838273048401,0.4979936459089994,0.0251007080078125,0.4100798964500427,False,4
5,13,0.3384411318434609,0.2631067521870136,0.410115510225296,0.49859529108271367,0.0358046218752861,0.4100798964500427,False,5
5,14,0.3312415399899085,0.26170906573534014,0.4092850387096405,0.4996628518672541,0.04911743849515915,0.4092850387096405,True,0
5,15,0.33968730612347525,0.26315187737345697,0.41011711955070496,0.49842713742859546,0.034703269600868225,0.4092850387096405,False,1
5,16,0.34147910753058064,0.2615404114127159,0.4091606140136719,0.4996686821186058,0.050122108310461044,0.4091606140136719,True,0
5,17,0.5161608053992192,0.26065106242895125,0.40849071741104126,0.5007772662737808,0.060699813067913055,0.40849071741104126,True,0
5,18,0.33856359165575767,0.26530940979719164,0.41137993335723877,0.49742636828207754,0.017265459522604942,0.40849071741104126,False,1
5,19,0.3478275049063895,0.26231087520718577,0.4096200466156006,0.4987519005091508,0.04113549366593361,0.40849071741104126,False,2
5,20,0.3567991103563044,0.26107554212212564,0.4088166654109955,0.49991702344936473,0.05403637886047363,0.40849071741104126,False,3
5,21,0.3331819268771344,0.2655468672513962,0.4116962254047394,0.4972783011403746,0.015159199945628643,0.40849071741104126,False,4
5,22,0.33226097582115066,0.26423428803682325,0.41057324409484863,0.49758608576449304,0.02426414005458355,0.40849071741104126,False,5
5,23,0.3282479178160429,0.2628414064645767,0.4098838269710541,0.49819417532996374,0.03532423824071884,0.40849071741104126,False,6
5,24,0.34013111309872734,0.2623067878186703,0.4095819294452667,0.4984897065998669,0.0398649200797081,0.40849071741104126,False,7
5,25,0.3325704663164086,0.26255796253681185,0.40971076488494873,0.49823950240048326,0.03715965151786804,0.40849071741104126,False,8
